행정기관코드,시도,자치구,행정동,관측연도수,관측시작연도,관측종료연도,전체세대수,청년1인세대수,청년1인세대비중,저표본_여부
1144059000,서울특별시,마포구,용강동,3,2023,2025,27367.0,3869,14.14,일반
1144068000,서울특별시,마포구,합정동,3,2023,2025,26918.0,8756,32.53,일반
1141069000,서울특별시,서대문구,남가좌제1동,3,2023,2025,18340.0,1292,7.04,일반
1141070000,서울특별시,서대문구,남가좌제2동,3,2023,2025,39518.0,7114,18.0,일반
1141071000,서울특별시,서대문구,북가좌제1동,3,2023,2025,20112.0,1238,6.16,일반
1141072000,서울특별시,서대문구,북가좌제2동,3,2023,2025,43126.0,6366,14.76,일반
1141055500,서울특별시,서대문구,북아현동,3,2023,2025,20964.0,2986,14.24,일반
1141058500,서울특별시,서대문구,신촌동,3,2023,2025,44006.0,28326,64.37,일반
1141061500,서울특별시,서대문구,연희동,3,2023,2025,55076.0,19786,35.92,일반
1141052000,서울특별시,서대문구,천연동,3,2023,2025,22526.0,2364,10.49,일반
1141056500,서울특별시,서대문구,충현동,3,2023,2025,29614.0,7181,24.25,일반
1141066000,서울특별시,서대문구,홍은제1동,3,2023,2025,29405.0,2652,9.02,일반
1141068500,서울특별시,서대문구,홍은제2동,3,2023,2025,38452.0,6395,16.63,일반
1141062000,서울특별시,서대문구,홍제제1동,3,2023,2025,32942.0,4024,12.22,일반
1141065500,서울특별시,서대문구,홍제제2동,3,2023,2025,16269.0,1323,8.13,일반
1141064000,서울특별시,서대문구,홍제제3동,3,2023,2025,23661.0,2456,10.38,일반
1165066000,서울특별시,서초구,내곡동,3,2023,2025,20980.0,2063,9.83,일반
1165056000,서울특별시,서초구,반포1동,3,2023,2025,42826.0,9129,21.32,일반
1165057000,서울특별시,서초구,반포2동,3,2023,2025,24419.0,557,2.28,주의
1165058000,서울특별시,서초구,반포3동,3,2023,2025,24410.0,837,3.43,주의
1165058100,서울특별시,서초구,반포4동,3,2023,2025,20615.0,1777,8.62,일반
1165055000,서울특별시,서초구,반포본동,3,2023,2025,205.0,21,10.24,주의
1165060000,서울특별시,서초구,방배1동,3,2023,2025,22178.0,3986,17.97,일반
1165061000,서울특별시,서초구,방배2동,3,2023,2025,23168.0,3309,14.28,일반
1165062000,서울특별시,서초구,방배3동,3,2023,2025,17119.0,1293,7.55,일반
1165062100,서울특별시,서초구,방배4동,3,2023,2025,28865.0,4344,15.05,일반
1165059000,서울특별시,서초구,방배본동,3,2023,2025,23197.0,2631,11.34,일반
1165051000,서울특별시,서초구,서초1동,3,2023,2025,28043.0,6082,21.69,일반
1165052000,서울특별시,서초구,서초2동,3,2023,2025,33631.0,9684,28.79,일반
1165053000,서울특별시,서초구,서초3동,3,2023,2025,45676.0,12807,28.04,일반
1165053100,서울특별시,서초구,서초4동,3,2023,2025,31440.0,2601,8.27,일반
1165065100,서울특별시,서초구,양재1동,3,2023,2025,52413.0,6827,13.03,일반
1165065200,서울특별시,서초구,양재2동,3,2023,2025,32511.0,8476,26.07,일반
1165054000,서울특별시,서초구,잠원동,3,2023,2025,34361.0,4263,12.41,일반
1120059000,서울특별시,성동구,금호1가동,3,2023,2025,19100.0,1688,8.84,일반
1120061500,서울특별시,성동구,금호2.3가동,3,2023,2025,28518.0,3224,11.31,일반
1120062000,서울특별시,성동구,금호4가동,3,2023,2025,18872.0,1874,9.93,일반
1120054000,서울특별시,성동구,마장동,3,2023,2025,32403.0,8601,26.54,일반
1120055000,서울특별시,성동구,사근동,3,2023,2025,24483.0,14665,59.9,일반
1120065000,서울특별시,성동구,성수1가제1동,3,2023,2025,21856.0,4175,19.1,일반
1120066000,서울특별시,성동구,성수1가제2동,3,2023,2025,18189.0,4262,23.43,일반
1120067000,서울특별시,성동구,성수2가제1동,3,2023,2025,22118.0,3896,17.61,일반
1120069000,서울특별시,성동구,성수2가제3동,3,2023,2025,14970.0,4173,27.88,일반
1120072000,서울특별시,성동구,송정동,3,2023,2025,15458.0,3475,22.48,일반
1120064500,서울특별시,성동구,옥수동,3,2023,2025,31624.0,2552,8.07,일반
1120053500,서울특별시,성동구,왕십리도선동,3,2023,2025,36035.0,7500,20.81,일반
1120052000,서울특별시,성동구,왕십리제2동,3,2023,2025,21908.0,3613,16.49,일반
1120079000,서울특별시,성동구,용답동,3,2023,2025,23422.0,8617,36.79,일반
1120058000,서울특별시,성동구,응봉동,3,2023,2025,17569.0,1275,7.26,일반
1120056000,서울특별시,성동구,행당제1동,3,2023,2025,19926.0,4305,21.6,일반
1120057000,서울특별시,성동구,행당제2동,3,2023,2025,27303.0,1634,5.98,일반
1129066000,서울특별시,성북구,길음제1동,3,2023,2025,37835.0,1462,3.86,일반
1129068500,서울특별시,성북구,길음제2동,3,2023,2025,25508.0,2122,8.32,일반
1129058000,서울특별시,성북구,돈암제1동,3,2023,2025,17864.0,1337,7.48,일반
1129059000,서울특별시,성북구,돈암제2동,3,2023,2025,25287.0,1128,4.46,일반
1129057500,서울특별시,성북구,동선동,3,2023,2025,28764.0,13839,48.11,일반
1129061000,서울특별시,성북구,보문동,3,2023,2025,24131.0,5354,22.19,일반
1129055500,서울특별시,성북구,삼선동,3,2023,2025,33911.0,9004,26.55,일반
1129081000,서울특별시,성북구,석관동,3,2023,2025,49260.0,7786,15.81,일반
1129052500,서울특별시,성북구,성북동,3,2023,2025,23882.0,5765,24.14,일반
1129060000,서울특별시,성북구,안암동,3,2023,2025,29980.0,16068,53.6,일반
1129071500,서울특별시,성북구,월곡제1동,3,2023,2025,31830.0,2637,8.28,일반
1129072500,서울특별시,성북구,월곡제2동,3,2023,2025,28516.0,7587,26.61,일반
1129076000,서울특별시,성북구,장위제1동,3,2023,2025,31474.0,3418,10.86,일반
1129077000,서울특별시,성북구,장위제2동,3,2023,2025,20661.0,2882,13.95,일반
1129078000,서울특별시,성북구,장위제3동,3,2023,2025,20265.0,2457,12.12,일반
1129062000,서울특별시,성북구,정릉제1동,3,2023,2025,21784.0,2360,10.83,일반
1129063000,서울특별시,성북구,정릉제2동,3,2023,2025,28952.0,3385,11.69,일반
1129064000,서울특별시,성북구,정릉제3동,3,2023,2025,23817.0,8097,34.0,일반
1129065000,서울특별시,성북구,정릉제4동,3,2023,2025,31878.0,3345,10.49,일반
1129070500,서울특별시,성북구,종암동,3,2023,2025,50726.0,8449,16.66,일반
1171063100,서울특별시,송파구,가락1동,3,2023,2025,29039.0,1587,5.47,일반
1171063200,서울특별시,송파구,가락2동,3,2023,2025,36190.0,4820,13.32,일반
1171062000,서울특별시,송파구,가락본동,3,2023,2025,34318.0,5850,17.05,일반
1171053100,서울특별시,송파구,거여1동,3,2023,2025,16614.0,2059,12.39,일반
1171053200,서울특별시,송파구,거여2동,3,2023,2025,29937.0,1960,6.55,일반
1171054000,서울특별시,송파구,마천1동,3,2023,2025,23345.0,1818,7.79,일반
1171055000,서울특별시,송파구,마천2동,3,2023,2025,25085.0,1901,7.58,일반
1171064100,서울특별시,송파구,문정1동,3,2023,2025,26145.0,5471,20.93,일반
1171064200,서울특별시,송파구,문정2동,3,2023,2025,47168.0,18190,38.56,일반
1171056100,서울특별시,송파구,방이1동,3,2023,2025,18282.0,2584,14.13,일반
1171056200,서울특별시,송파구,방이2동,3,2023,2025,47045.0,19125,40.65,일반
1171061000,서울특별시,송파구,삼전동,3,2023,2025,47816.0,14698,30.74,일반
1171060000,서울특별시,송파구,석촌동,3,2023,2025,50772.0,15652,30.83,일반
1171058000,서울특별시,송파구,송파1동,3,2023,2025,37058.0,12291,33.17,일반
1171059000,서울특별시,송파구,송파2동,3,2023,2025,21718.0,2371,10.92,일반
1171057000,서울특별시,송파구,오금동,3,2023,2025,47047.0,4263,9.06,일반
1171056600,서울특별시,송파구,오륜동,3,2023,2025,17408.0,378,2.17,주의
1171064700,서울특별시,송파구,위례동,3,2023,2025,44479.0,2105,4.73,일반
1171067000,서울특별시,송파구,잠실2동,3,2023,2025,34277.0,1176,3.43,일반
1171068000,서울특별시,송파구,잠실3동,3,2023,2025,35030.0,999,2.85,일반
1171069000,서울특별시,송파구,잠실4동,3,2023,2025,21480.0,626,2.91,주의
1171071000,서울특별시,송파구,잠실6동,3,2023,2025,17194.0,666,3.87,주의
1171072000,서울특별시,송파구,잠실7동,3,2023,2025,9939.0,231,2.32,주의
1171065000,서울특별시,송파구,잠실본동,3,2023,2025,47806.0,16933,35.42,일반
1171064600,서울특별시,송파구,장지동,3,2023,2025,37932.0,4004,10.56,일반
1171051000,서울특별시,송파구,풍납1동,3,2023,2025,15938.0,1499,9.41,일반
1171052000,서울특별시,송파구,풍납2동,3,2023,2025,31062.0,5765,18.56,일반
1147051000,서울특별시,양천구,목1동,3,2023,2025,30746.0,1130,3.68,일반
1147052000,서울특별시,양천구,목2동,3,2023,2025,39437.0,8044,20.4,일반
1147053000,서울특별시,양천구,목3동,3,2023,2025,29931.0,5627,18.8,일반
1147054000,서울특별시,양천구,목4동,3,2023,2025,29552.0,3626,12.27,일반
1147055000,서울특별시,양천구,목5동,3,2023,2025,40110.0,1638,4.08,일반
1147056000,서울특별시,양천구,신월1동,3,2023,2025,29371.0,3300,11.24,일반
1147057000,서울특별시,양천구,신월2동,3,2023,2025,25849.0,2099,8.12,일반
1147058000,서울특별시,양천구,신월3동,3,2023,2025,22464.0,2533,11.28,일반
1147059000,서울특별시,양천구,신월4동,3,2023,2025,20238.0,961,4.75,일반
1147060000,서울특별시,양천구,신월5동,3,2023,2025,18886.0,2341,12.4,일반
1147061000,서울특별시,양천구,신월6동,3,2023,2025,15937.0,1007,6.32,일반
1147061100,서울특별시,양천구,신월7동,3,2023,2025,26818.0,2515,9.38,일반
1147062000,서울특별시,양천구,신정1동,3,2023,2025,20637.0,883,4.28,주의
1147063000,서울특별시,양천구,신정2동,3,2023,2025,20308.0,942,4.64,일반
1147064000,서울특별시,양천구,신정3동,3,2023,2025,57904.0,3614,6.24,일반
1147065000,서울특별시,양천구,신정4동,3,2023,2025,48505.0,10247,21.13,일반
1147067000,서울특별시,양천구,신정6동,3,2023,2025,24376.0,835,3.43,주의
1147068000,서울특별시,양천구,신정7동,3,2023,2025,34146.0,1350,3.95,일반
1156055000,서울특별시,영등포구,당산제1동,3,2023,2025,35008.0,11491,32.82,일반
1156056000,서울특별시,영등포구,당산제2동,3,2023,2025,56173.0,21826,38.85,일반
1156070000,서울특별시,영등포구,대림제1동,3,2023,2025,20286.0,3105,15.31,일반
1156071000,서울특별시,영등포구,대림제2동,3,2023,2025,20340.0,5188,25.51,일반
1156072000,서울특별시,영등포구,대림제3동,3,2023,2025,30534.0,4076,13.35,일반
1156058500,서울특별시,영등포구,도림동,3,2023,2025,28995.0,7000,24.14,일반
1156060500,서울특별시,영등포구,문래동,3,2023,2025,38815.0,5514,14.21,일반
1156063000,서울특별시,영등포구,신길제1동,3,2023,2025,34449.0,11472,33.3,일반
1156065000,서울특별시,영등포구,신길제3동,3,2023,2025,22647.0,3062,13.52,일반
1156066000,서울특별시,영등포구,신길제4동,3,2023,2025,16898.0,2022,11.97,일반
1156067000,서울특별시,영등포구,신길제5동,3,2023,2025,13274.0,1398,10.53,일반
1156068000,서울특별시,영등포구,신길제6동,3,2023,2025,26683.0,6930,25.97,일반
1156069000,서울특별시,영등포구,신길제7동,3,2023,2025,23488.0,2981,12.69,일반
1156061000,서울특별시,영등포구,양평제1동,3,2023,2025,29829.0,10151,34.03,일반
1156062000,서울특별시,영등포구,양평제2동,3,2023,2025,33447.0,10302,30.8,일반
1156054000,서울특별시,영등포구,여의동,3,2023,2025,41439.0,5491,13.25,일반
1156053500,서울특별시,영등포구,영등포동,3,2023,2025,65731.0,35091,53.39,일반
1156051500,서울특별시,영등포구,영등포본동,3,2023,2025,30697.0,4920,16.03,일반
1117053000,서울특별시,용산구,남영동,3,2023,2025,14072.0,2879,20.46,일반
1117070000,서울특별시,용산구,보광동,3,2023,2025,13714.0,2628,19.16,일반
1117069000,서울특별시,용산구,서빙고동,3,2023,2025,14865.0,1462,9.84,일반
1117059000,서울특별시,용산구,용문동,3,2023,2025,15741.0,2873,18.25,일반
1117052000,서울특별시,용산구,용산2가동,3,2023,2025,14737.0,3982,27.02,일반
1117056000,서울특별시,용산구,원효로제1동,3,2023,2025,27592.0,9875,35.79,일반
1117057000,서울특별시,용산구,원효로제2동,3,2023,2025,18637.0,3661,19.64,일반
1117063000,서울특별시,용산구,이촌제1동,3,2023,2025,26595.0,812,3.05,주의
1117064000,서울특별시,용산구,이촌제2동,3,2023,2025,10561.0,1011,9.57,일반
1117065000,서울특별시,용산구,이태원제1동,3,2023,2025,9907.0,2543,25.67,일반
1117066000,서울특별시,용산구,이태원제2동,3,2023,2025,13704.0,3761,27.44,일반
1117055500,서울특별시,용산구,청파동,3,2023,2025,33335.0,11791,35.37,일반
1117062500,서울특별시,용산구,한강로동,3,2023,2025,33042.0,10044,30.4,일반
1117068500,서울특별시,용산구,한남동,3,2023,2025,22333.0,4357,19.51,일반
1117058000,서울특별시,용산구,효창동,3,2023,2025,13986.0,2678,19.15,일반
1117051000,서울특별시,용산구,후암동,3,2023,2025,24458.0,5530,22.61,일반
1138055100,서울특별시,은평구,갈현제1동,3,2023,2025,21357.0,3800,17.79,일반
1138055200,서울특별시,은평구,갈현제2동,3,2023,2025,37695.0,5171,13.72,일반
1138056000,서울특별시,은평구,구산동,3,2023,2025,40078.0,4579,11.43,일반
1138051000,서울특별시,은평구,녹번동,3,2023,2025,51977.0,7553,14.53,일반
1138057000,서울특별시,은평구,대조동,3,2023,2025,45964.0,12828,27.91,일반
1138052000,서울특별시,은평구,불광제1동,3,2023,2025,51757.0,7234,13.98,일반
1138053000,서울특별시,은평구,불광제2동,3,2023,2025,41878.0,6734,16.08,일반
1138065000,서울특별시,은평구,수색동,3,2023,2025,25192.0,2192,8.7,일반
1138063100,서울특별시,은평구,신사제1동,3,2023,2025,35691.0,4954,13.88,일반
1138063200,서울특별시,은평구,신사제2동,3,2023,2025,25981.0,3292,12.67,일반
1138062500,서울특별시,은평구,역촌동,3,2023,2025,62191.0,8600,13.83,일반
1138058000,서울특별시,은평구,응암제1동,3,2023,2025,44794.0,7980,17.81,일반
1138059000,서울특별시,은평구,응암제2동,3,2023,2025,32593.0,2352,7.22,일반
1138060000,서울특별시,은평구,응암제3동,3,2023,2025,37285.0,6400,17.17,일반
1138064000,서울특별시,은평구,증산동,3,2023,2025,21201.0,2386,11.25,일반
1138069000,서울특별시,은평구,진관동,3,2023,2025,63588.0,9557,15.03,일반
1111060000,서울특별시,종로구,가회동,3,2023,2025,5381.0,763,14.18,주의
1111058000,서울특별시,종로구,교남동,3,2023,2025,12782.0,1651,12.92,일반
1111057000,서울특별시,종로구,무악동,3,2023,2025,8901.0,297,3.34,주의
1111055000,서울특별시,종로구,부암동,3,2023,2025,12104.0,1647,13.61,일반
1111053000,서울특별시,종로구,사직동,3,2023,2025,13386.0,2847,21.27,일반
1111054000,서울특별시,종로구,삼청동,3,2023,2025,3226.0,469,14.54,주의
1111070000,서울특별시,종로구,숭인제1동,3,2023,2025,8859.0,1201,13.56,일반
1111071000,서울특별시,종로구,숭인제2동,3,2023,2025,20267.0,8793,43.39,일반
1111064000,서울특별시,종로구,이화동,3,2023,2025,12828.0,4951,38.6,일반
1111061500,서울특별시,종로구,종로1.2.3.4가동,3,2023,2025,14160.0,3777,26.67,일반
1111063000,서울특별시,종로구,종로5.6가동,3,2023,2025,10604.0,4042,38.12,일반
1111067000,서울특별시,종로구,창신제1동,3,2023,2025,7747.0,1124,14.51,일반
1111068000,서울특별시,종로구,창신제2동,3,2023,2025,11652.0,1165,10.0,일반
1111069000,서울특별시,종로구,창신제3동,3,2023,2025,8181.0,722,8.83,주의
1111051500,서울특별시,종로구,청운효자동,3,2023,2025,14657.0,1934,13.2,일반
1111056000,서울특별시,종로구,평창동,3,2023,2025,20899.0,1583,7.57,일반
1111065000,서울특별시,종로구,혜화동,3,2023,2025,27113.0,11203,41.32,일반
1114059000,서울특별시,중구,광희동,3,2023,2025,11648.0,4820,41.38,일반
1114062500,서울특별시,중구,다산동,3,2023,2025,19995.0,4301,21.51,일반
1114066500,서울특별시,중구,동화동,3,2023,2025,11816.0,784,6.64,주의
1114055000,서울특별시,중구,명동,3,2023,2025,3756.0,1038,27.64,일반
1114052000,서울특별시,중구,소공동,3,2023,2025,3593.0,945,26.3,일반
1114061500,서울특별시,중구,신당동,3,2023,2025,13902.0,4070,29.28,일반
1114065000,서울특별시,중구,신당제5동,3,2023,2025,15965.0,3296,20.65,일반
1114063500,서울특별시,중구,약수동,3,2023,2025,22846.0,2470,10.81,일반
1114060500,서울특별시,중구,을지로동,3,2023,2025,6184.0,1973,31.9,일반
1114058000,서울특별시,중구,장충동,3,2023,2025,8484.0,3679,43.36,일반
1114068000,서울특별시,중구,중림동,3,2023,2025,17434.0,2838,16.28,일반
1114064500,서울특별시,중구,청구동,3,2023,2025,16936.0,2035,12.02,일반
1114057000,서울특별시,중구,필동,3,2023,2025,7916.0,2741,34.63,일반
1114067000,서울특별시,중구,황학동,3,2023,2025,22897.0,7658,33.45,일반
1114054000,서울특별시,중구,회현동,3,2023,2025,6773.0,841,12.42,주의
1126065500,서울특별시,중랑구,망우본동,3,2023,2025,55246.0,8440,15.28,일반
1126066000,서울특별시,중랑구,망우제3동,3,2023,2025,24341.0,2691,11.06,일반
1126056500,서울특별시,중랑구,면목본동,3,2023,2025,52776.0,10066,19.07,일반
1126052000,서울특별시,중랑구,면목제2동,3,2023,2025,36185.0,4585,12.67,일반
1126057500,서울특별시,중랑구,면목제3.8동,3,2023,2025,37925.0,5908,15.58,일반
1126054000,서울특별시,중랑구,면목제4동,3,2023,2025,26353.0,3133,11.89,일반
1126055000,서울특별시,중랑구,면목제5동,3,2023,2025,18905.0,1576,8.34,일반
1126057000,서울특별시,중랑구,면목제7동,3,2023,2025,31235.0,4664,14.93,일반
1126062000,서울특별시,중랑구,묵제1동,3,2023,2025,44513.0,7120,16.0,일반
1126063000,서울특별시,중랑구,묵제2동,3,2023,2025,27272.0,4393,16.11,일반
1126058000,서울특별시,중랑구,상봉제1동,3,2023,2025,30259.0,3213,10.62,일반
1126059000,서울특별시,중랑구,상봉제2동,3,2023,2025,38895.0,14417,37.07,일반
1126068000,서울특별시,중랑구,신내1동,3,2023,2025,44072.0,3110,7.06,일반
1126069000,서울특별시,중랑구,신내2동,3,2023,2025,26474.0,1973,7.45,일반
1126060000,서울특별시,중랑구,중화제1동,3,2023,2025,26308.0,3488,13.26,일반
1126061000,서울특별시,중랑구,중화제2동,3,2023,2025,40770.0,6723,16.49,일반
